failedPasswords,failedCodes,requestsPerMinute,mouseMovements,keystrokeAvgMs,isProxy,isHosting,hasSuspiciousUA,isOffHoursIST,previousBlocks,timeOnPageSeconds,scrollEvents,pageViews,isAttacker,scenario
6,1,25,0,,False,True,True,False,0,0.6,0,3,1,credential_stuffing_bot
1,0,5,28,415.5,False,False,False,False,0,66.9,3,1,0,mobile_legit
2,2,10,88,180.3,True,False,False,True,1,40.0,9,1,1,careful_human_attacker
0,0,22,1,15.6,False,True,False,False,0,3.9,0,17,1,scraper_bot
2,1,8,126,181.4,True,False,False,True,2,14.0,5,3,1,careful_human_attacker
7,0,36,0,21.6,False,True,False,False,0,5.1,0,1,1,credential_stuffing_bot
5,3,3,174,259.3,True,False,False,False,0,13.8,9,4,1,careful_human_attacker
0,0,10,1,,False,False,True,False,0,0.3,2,15,1,scraper_bot
8,2,26,0,26.4,True,True,True,False,0,2.7,1,1,1,credential_stuffing_bot
0,0,51,0,,False,True,True,False,0,5.6,0,11,1,scraper_bot
0,0,3,193,194.3,False,False,False,False,0,28.2,7,1,0,casual_legit
0,0,1,0,197.6,False,False,False,False,0,17.9,4,1,0,mobile_legit
0,0,8,0,,False,True,False,True,0,1.3,2,21,1,scraper_bot
0,0,2,28,300.9,False,False,False,False,0,107.7,2,4,0,mobile_legit
0,0,2,13,355.8,False,False,False,True,0,10.6,9,2,0,mobile_legit
3,0,42,1,30.8,False,True,True,False,2,0.3,0,1,1,credential_stuffing_bot
2,2,8,241,205.4,False,False,False,True,0,5.9,5,3,1,careful_human_attacker
1,3,0,9,28.8,True,True,True,False,2,16.8,2,4,1,repeat_offender
4,2,51,0,24.1,False,False,True,False,1,1.8,1,1,1,credential_stuffing_bot
0,0,4,34,,False,False,False,True,0,4.8,9,2,0,mobile_legit
0,0,4,214,228.1,False,False,False,False,0,22.9,7,3,0,casual_legit
0,0,5,12,352.3,False,False,False,False,0,17.0,6,2,0,mobile_legit
0,1,18,1,,False,False,True,False,0,5.5,0,17,1,scraper_bot
0,0,4,163,231.3,False,False,False,False,0,120.0,9,2,0,legit_password_typo
2,0,2,16,261.2,False,False,False,False,0,15.9,5,2,0,mobile_legit
1,0,40,1,,False,False,True,True,0,4.7,0,15,1,scraper_bot
0,0,1,159,283.2,False,False,False,False,0,25.6,10,1,0,casual_legit
1,0,4,235,,True,False,False,True,0,19.4,11,2,0,casual_legit
2,0,52,0,24.2,True,True,True,True,0,2.5,0,1,1,credential_stuffing_bot
2,0,10,30,280.5,False,False,False,True,0,42.1,9,3,1,careful_human_attacker
0,0,1,0,266.7,False,False,False,False,0,251.7,6,2,0,mobile_legit
0,0,4,254,192.4,False,False,False,False,0,6.8,4,2,0,casual_legit
0,1,55,1,,False,True,False,False,1,1.0,1,17,1,scraper_bot
0,0,42,2,59.4,False,True,True,False,0,0.5,0,14,1,scraper_bot
0,0,2,133,,False,False,False,True,0,15.7,10,2,0,casual_legit
5,0,30,0,38.2,True,False,True,False,1,0.3,1,2,1,credential_stuffing_bot
0,0,3,113,,False,False,False,True,0,10.2,8,1,0,casual_legit
0,0,5,44,187.1,False,False,False,False,0,5.7,7,2,0,casual_legit
2,0,39,0,,False,True,True,False,2,1.2,0,14,1,scraper_bot
2,0,17,15,49.3,False,True,False,True,1,2.9,0,5,1,repeat_offender
0,2,23,9,158.9,True,False,True,False,1,9.7,3,2,1,repeat_offender
2,0,38,1,62.4,True,False,True,False,0,3.0,0,1,1,credential_stuffing_bot
5,0,19,0,,True,True,True,False,1,5.1,1,3,1,credential_stuffing_bot
4,0,20,5,,True,False,False,True,1,7.5,2,5,1,repeat_offender
0,0,3,206,,False,False,False,True,0,19.3,6,2,0,casual_legit
0,0,1,150,141.4,False,False,False,False,0,8.3,12,3,0,casual_legit
0,0,1,3,,False,False,False,False,0,29.7,9,2,0,casual_legit
5,0,39,0,15.0,True,False,True,True,0,0.7,0,1,1,credential_stuffing_bot
0,0,3,128,157.4,False,False,False,False,0,13.4,7,6,0,casual_legit
0,0,4,93,218.1,False,False,False,False,0,23.5,8,2,0,legit_on_vpn
0,0,51,1,,False,True,True,False,0,0.3,1,10,1,scraper_bot
0,0,2,174,331.2,False,False,False,False,0,13.6,5,1,0,casual_legit
0,0,5,291,212.9,False,False,False,False,0,53.4,6,1,0,casual_legit
1,0,4,225,179.8,True,False,False,False,0,14.4,11,3,0,legit_on_vpn
0,0,2,231,223.5,False,False,False,False,0,9.2,6,2,0,legit_on_vpn
0,0,37,0,,False,False,False,False,0,2.2,1,11,1,scraper_bot
2,0,3,244,172.1,True,False,False,False,0,47.5,5,2,0,legit_password_typo
1,0,3,183,214.4,False,False,False,False,0,59.4,8,2,0,casual_legit
3,0,6,100,142.7,False,False,False,False,0,9.0,8,5,0,legit_password_typo
0,0,1,258,282.5,False,False,False,False,0,8.9,15,1,0,casual_legit
0,0,2,30,315.3,False,False,False,False,0,44.9,5,1,0,mobile_legit
1,0,24,6,93.1,True,False,True,True,0,32.8,3,4,1,repeat_offender
3,2,11,137,173.3,False,False,True,True,1,21.2,4,5,1,careful_human_attacker
5,4,4,95,152.8,True,True,False,False,0,4.3,13,5,1,careful_human_attacker
1,0,6,207,229.8,False,False,False,False,0,85.3,5,5,0,casual_legit
0,1,49,3,78.1,False,True,True,False,0,1.9,1,14,1,scraper_bot
0,0,2,39,288.3,False,False,False,False,0,10.2,3,1,0,mobile_legit
1,0,3,245,132.9,False,False,False,False,0,33.6,7,1,0,casual_legit
0,0,3,118,303.4,False,False,False,False,0,12.6,9,3,0,casual_legit
0,0,4,88,158.2,False,False,False,False,0,22.9,8,4,0,casual_legit
0,0,2,153,209.4,False,False,False,False,0,22.0,11,1,0,casual_legit
1,1,17,9,,True,False,False,True,1,4.2,1,3,1,repeat_offender
0,0,2,128,282.8,False,False,False,False,0,19.7,5,3,0,casual_legit
0,0,3,212,329.7,True,False,False,False,0,65.0,12,3,0,casual_legit
0,0,2,215,171.3,False,False,False,False,0,9.9,10,2,0,casual_legit
1,1,15,7,86.2,False,True,False,True,0,2.7,2,2,1,repeat_offender
0,0,2,350,221.6,False,False,False,False,0,67.3,7,4,0,casual_legit
1,0,44,0,61.9,False,True,False,False,0,2.3,0,16,1,scraper_bot
1,0,4,93,251.6,False,False,False,False,0,144.7,11,2,0,legit_password_typo
0,0,3,22,258.3,False,False,False,False,0,5.9,8,3,0,mobile_legit
0,0,2,260,253.8,True,False,False,False,0,85.0,8,2,0,legit_on_vpn
0,0,35,2,,True,True,True,False,0,10.4,2,15,1,scraper_bot
0,0,25,0,,False,False,True,True,0,2.6,0,20,1,scraper_bot
0,0,5,322,168.8,True,False,False,False,0,79.9,9,2,0,casual_legit
0,0,5,142,225.1,False,False,False,False,0,79.0,7,2,0,casual_legit
8,1,28,0,26.8,False,False,True,False,0,1.1,1,2,1,credential_stuffing_bot
0,0,4,16,229.6,False,False,False,False,0,53.5,4,3,1,mobile_legit
0,0,2,156,,False,False,False,False,0,48.0,7,4,0,casual_legit
0,0,4,180,,False,False,False,False,0,137.4,7,1,0,casual_legit
1,0,4,61,181.0,False,False,False,False,0,11.4,7,4,0,casual_legit
3,5,16,142,239.4,False,False,False,False,0,88.8,4,2,1,careful_human_attacker
0,0,4,267,217.1,False,False,False,False,0,25.9,4,2,0,casual_legit
0,0,2,206,273.3,False,False,False,False,0,20.7,5,3,0,casual_legit
0,1,4,127,195.4,True,False,False,False,0,69.2,4,1,0,legit_on_vpn
1,0,3,117,221.2,False,False,False,False,0,40.2,5,4,0,casual_legit
5,0,11,0,,False,True,False,False,0,1.7,0,3,1,credential_stuffing_bot
2,0,1,6,332.3,False,False,False,False,0,24.2,5,3,0,mobile_legit
0,0,34,2,,False,False,True,False,0,4.3,0,15,1,scraper_bot
3,1,7,6,,True,True,False,True,4,15.6,4,5,1,repeat_offender
1,0,4,146,104.4,False,False,False,False,0,119.2,9,2,0,legit_password_typo
0,0,0,177,198.2,False,False,False,False,0,24.5,9,2,0,casual_legit
5,3,2,145,144.1,True,False,False,False,0,22.1,9,2,1,careful_human_attacker
0,0,3,204,224.3,False,False,False,False,0,40.1,12,4,0,casual_legit
0,0,3,64,169.8,False,False,False,False,0,184.3,8,2,0,casual_legit
4,1,15,0,,True,True,False,False,1,0.9,1,1,1,credential_stuffing_bot
5,1,20,0,39.7,True,True,True,False,2,0.3,0,2,1,credential_stuffing_bot
3,0,26,1,15.0,True,False,True,False,1,0.6,1,3,1,credential_stuffing_bot
0,0,6,99,258.7,False,False,False,False,0,8.3,8,2,0,casual_legit
4,1,6,7,103.1,False,True,False,True,1,4.9,4,3,1,repeat_offender
3,1,10,96,180.0,True,False,False,False,1,10.4,6,4,1,careful_human_attacker
0,0,3,197,209.2,False,False,False,False,0,10.4,5,1,0,casual_legit
1,1,19,8,122.2,True,True,False,False,4,3.5,2,4,1,repeat_offender
1,0,3,1,324.5,False,False,False,False,0,74.1,9,3,0,mobile_legit
4,0,15,0,29.7,True,False,False,False,0,0.5,0,1,1,credential_stuffing_bot
5,1,19,0,,False,False,False,True,1,0.2,0,1,1,credential_stuffing_bot
0,0,5,199,187.1,False,False,False,False,0,52.1,5,2,0,casual_legit
1,0,56,1,37.0,False,True,False,False,0,1.3,1,18,1,scraper_bot
0,0,2,249,256.4,False,False,False,False,0,12.3,8,3,0,casual_legit
3,1,7,1,,False,True,True,False,2,0.2,1,1,1,credential_stuffing_bot
0,0,27,0,,False,True,True,True,0,2.5,0,15,1,scraper_bot
0,0,25,0,,False,False,True,False,0,0.4,1,16,1,scraper_bot
0,0,3,12,275.2,False,False,False,False,0,7.0,3,2,0,mobile_legit
0,0,3,300,262.7,False,False,False,False,0,8.4,7,2,0,casual_legit
0,0,6,147,320.6,True,False,False,False,0,21.9,11,2,0,legit_on_vpn
2,2,0,196,244.5,True,False,False,False,0,31.0,5,2,1,careful_human_attacker
1,0,3,320,219.3,False,False,False,False,0,56.5,9,3,0,casual_legit
0,1,1,17,297.5,False,False,False,True,0,40.5,5,5,0,mobile_legit
4,1,5,112,267.3,True,True,False,False,0,79.9,4,4,1,careful_human_attacker
0,0,29,0,57.2,False,True,True,True,0,4.7,0,16,1,scraper_bot
0,0,4,265,204.1,False,False,False,False,0,41.5,15,4,0,casual_legit
1,1,9,9,125.1,True,False,False,False,5,5.4,1,4,1,repeat_offender
0,0,29,0,,True,True,True,False,0,1.8,1,11,1,scraper_bot
4,1,8,237,225.9,False,False,False,False,0,54.5,5,1,1,careful_human_attacker
2,1,6,191,191.4,True,True,False,True,1,6.7,8,8,1,careful_human_attacker
1,0,2,30,256.3,True,False,False,True,0,13.3,7,3,0,mobile_legit
0,0,4,268,250.8,False,False,False,False,0,44.6,5,2,0,casual_legit
0,0,7,165,233.3,False,False,False,False,0,17.8,10,3,0,casual_legit
2,0,36,0,15.4,True,False,False,True,0,1.0,0,1,1,credential_stuffing_bot
0,0,37,1,,False,True,True,True,0,0.5,0,13,1,scraper_bot
0,1,15,8,,True,True,False,True,1,9.4,2,3,0,repeat_offender
1,0,6,115,218.7,False,False,False,False,0,31.3,8,4,0,legit_password_typo
0,0,3,140,193.1,False,False,False,True,0,40.7,4,4,0,casual_legit
0,0,21,1,,False,True,False,False,0,0.3,0,29,1,scraper_bot
1,1,8,201,174.8,True,False,False,False,1,26.8,8,3,1,careful_human_attacker
0,0,4,111,168.5,False,False,False,False,0,91.5,10,7,0,legit_password_typo
0,0,1,242,158.6,False,False,False,False,0,42.8,13,2,0,casual_legit
2,2,5,109,225.7,True,True,False,True,0,21.9,9,3,0,careful_human_attacker
0,0,1,128,217.1,False,False,False,False,0,11.1,6,4,1,casual_legit
3,3,9,134,175.5,True,False,False,True,1,12.9,6,3,1,careful_human_attacker
2,1,2,163,,False,False,False,False,0,88.9,6,3,0,legit_password_typo
0,0,5,1,,False,False,False,False,0,16.6,10,5,0,mobile_legit
0,0,5,214,284.9,False,False,False,False,0,41.4,10,3,0,casual_legit
0,0,3,74,208.7,True,False,False,True,0,17.4,12,1,0,legit_on_vpn
2,1,29,0,33.0,False,True,True,False,0,2.8,0,2,1,credential_stuffing_bot
0,0,4,275,205.9,False,False,False,False,1,26.5,3,2,0,casual_legit
0,0,53,1,,False,False,True,False,0,2.5,0,14,1,scraper_bot
0,0,5,91,181.9,False,False,False,False,0,86.5,9,3,0,casual_legit
0,0,2,0,342.4,False,False,False,False,0,56.5,5,3,0,mobile_legit
0,0,41,2,,False,True,True,False,0,0.7,0,14,1,scraper_bot
2,1,11,9,133.3,True,True,True,True,2,3.1,2,4,1,repeat_offender
1,0,2,32,375.4,False,False,False,False,0,20.6,3,3,0,mobile_legit
0,0,5,194,298.1,False,False,False,False,0,28.9,10,2,0,casual_legit
0,0,4,192,251.4,False,False,False,False,0,61.5,11,4,0,casual_legit
0,0,5,66,224.2,False,False,False,False,0,20.2,7,2,0,casual_legit
1,0,5,111,232.4,False,False,False,False,0,18.5,9,1,0,legit_password_typo
1,0,27,0,34.4,False,False,False,False,2,0.9,1,1,1,credential_stuffing_bot
1,2,14,26,174.8,True,False,False,False,0,12.1,10,1,1,careful_human_attacker
0,0,6,272,178.7,False,False,False,True,0,25.1,10,1,0,casual_legit
2,2,15,150,224.6,True,False,False,False,0,13.8,6,3,0,careful_human_attacker
0,0,2,390,319.8,False,False,False,False,0,8.6,11,3,0,casual_legit
0,0,6,11,256.0,False,False,False,False,0,34.9,7,2,0,mobile_legit
0,0,1,147,183.5,False,False,False,False,1,22.5,15,1,0,casual_legit
0,0,3,216,219.7,True,False,False,False,0,9.6,10,4,0,legit_on_vpn
2,1,2,8,92.7,True,True,False,False,2,4.8,1,1,1,repeat_offender
0,0,2,203,92.5,False,False,False,False,0,14.0,13,2,0,casual_legit
1,0,6,136,179.9,True,False,False,False,0,39.5,9,1,0,casual_legit
0,0,6,16,183.9,False,False,False,False,0,79.8,7,3,0,casual_legit
0,1,9,16,94.3,True,True,True,False,3,2.2,2,6,1,repeat_offender
0,0,2,26,,False,False,False,False,0,24.0,3,1,0,mobile_legit
8,0,34,0,,False,False,False,True,1,0.7,0,3,1,credential_stuffing_bot
1,4,12,5,80.0,True,True,False,False,2,2.2,1,3,1,repeat_offender
3,2,8,180,,True,False,False,True,2,28.1,9,3,1,careful_human_attacker
0,0,3,168,238.3,False,False,False,False,0,29.4,3,4,0,casual_legit
1,0,3,228,235.0,False,False,False,True,0,30.0,8,2,0,casual_legit
0,0,3,199,238.2,False,False,False,False,0,27.8,5,2,0,casual_legit
3,1,22,0,15.0,True,True,True,False,0,1.4,0,1,1,credential_stuffing_bot
0,0,1,254,228.0,True,False,False,False,0,52.7,10,2,0,legit_on_vpn
0,0,4,160,265.6,False,False,False,True,0,9.9,6,1,0,casual_legit
0,0,1,0,202.9,False,False,False,True,0,6.4,8,2,0,mobile_legit
5,2,6,166,190.1,False,False,False,False,0,33.2,11,6,1,careful_human_attacker
1,0,4,186,140.2,False,False,False,False,0,38.5,11,2,0,legit_password_typo
1,0,6,188,,False,False,False,False,0,15.4,10,3,0,casual_legit
0,0,3,49,367.0,False,False,False,False,0,37.2,7,3,0,mobile_legit
5,1,42,0,25.4,False,True,False,False,1,1.0,0,1,1,credential_stuffing_bot
2,2,0,3,122.9,False,False,False,False,0,10.4,2,7,1,repeat_offender
1,0,3,7,331.3,False,False,False,False,0,71.9,4,1,0,mobile_legit
4,3,2,129,194.1,False,False,False,False,0,13.4,9,2,1,careful_human_attacker
0,0,62,2,,True,False,True,True,0,0.9,0,13,1,scraper_bot
1,2,10,145,166.5,False,True,False,False,0,6.2,6,3,1,careful_human_attacker
2,5,6,63,126.9,True,False,False,False,1,21.6,8,4,1,careful_human_attacker
5,4,9,145,213.6,True,False,True,False,1,20.1,10,3,1,careful_human_attacker
1,1,10,6,106.4,False,False,False,True,1,2.6,0,1,1,repeat_offender
0,0,4,168,206.3,False,False,False,False,0,50.4,10,1,0,casual_legit
2,0,17,10,93.4,True,True,False,False,1,5.7,2,3,1,repeat_offender
4,1,7,9,95.5,False,False,False,False,3,2.7,2,1,1,repeat_offender
4,0,26,1,,True,True,True,False,0,0.3,0,1,1,credential_stuffing_bot
0,0,2,13,305.9,False,False,False,False,0,85.0,5,3,0,mobile_legit
3,1,10,91,222.6,True,False,False,True,1,36.3,11,3,1,careful_human_attacker
1,2,15,7,25.7,False,False,True,True,0,15.4,1,3,1,repeat_offender
2,0,2,177,218.7,False,False,False,True,0,17.9,13,2,0,casual_legit
0,0,3,128,209.2,False,False,True,False,0,8.8,14,2,0,casual_legit
2,1,2,184,157.9,True,False,False,True,2,23.2,6,7,1,careful_human_attacker
0,0,6,294,203.1,False,False,False,False,0,89.0,7,2,0,casual_legit
2,0,7,8,74.3,False,False,False,False,2,1.6,2,4,1,repeat_offender
5,1,48,0,,True,True,True,False,1,2.3,0,1,1,credential_stuffing_bot
4,2,8,253,254.2,True,False,False,True,1,12.7,10,6,1,careful_human_attacker
2,0,8,8,86.3,True,True,False,False,2,8.7,0,3,1,repeat_offender
0,0,33,0,,False,True,True,False,0,0.8,1,12,1,scraper_bot
1,1,33,1,,False,True,True,True,0,0.7,0,14,1,scraper_bot
0,1,4,10,327.8,False,False,False,True,0,29.1,3,4,0,mobile_legit
0,0,7,152,236.1,False,False,False,False,0,55.3,11,2,0,casual_legit
0,0,1,122,238.8,False,False,False,False,0,5.0,6,2,0,casual_legit
3,0,1,0,357.7,False,False,False,False,0,88.2,4,1,0,mobile_legit
5,1,33,0,48.3,False,False,True,True,1,0.4,1,1,1,credential_stuffing_bot
4,2,13,168,191.7,True,False,False,True,0,58.0,8,4,1,careful_human_attacker
3,1,10,168,147.0,False,False,False,False,1,14.5,7,2,1,careful_human_attacker
0,0,5,144,191.5,False,False,False,True,0,24.2,11,3,0,legit_password_typo
0,0,14,0,67.8,False,True,True,True,1,0.7,0,17,1,scraper_bot
1,0,1,118,215.3,False,False,False,False,0,10.6,4,4,0,casual_legit
0,0,44,0,,False,False,True,True,0,1.8,1,13,1,scraper_bot
0,0,5,14,318.7,False,False,False,False,0,83.5,5,2,0,mobile_legit
0,0,2,322,199.6,False,False,False,False,0,10.6,6,1,0,casual_legit
0,0,3,307,244.3,False,False,False,False,0,44.8,8,5,0,casual_legit
2,0,25,7,149.4,False,True,False,False,3,2.9,2,3,1,repeat_offender
5,1,18,0,,False,False,False,True,2,0.3,0,3,1,credential_stuffing_bot
1,0,3,165,252.3,False,False,False,True,0,12.5,12,3,0,casual_legit
6,0,47,0,34.4,True,True,False,False,0,1.8,0,1,1,credential_stuffing_bot
0,0,0,15,,True,False,True,True,2,11.8,1,5,1,repeat_offender
0,0,5,201,166.8,False,False,False,False,0,32.0,9,3,0,casual_legit
0,0,2,45,295.5,False,False,False,False,0,15.1,7,3,0,mobile_legit
0,0,4,74,271.5,False,False,False,False,0,54.0,10,4,0,casual_legit
2,0,21,0,91.0,False,False,False,True,1,1.2,0,22,1,scraper_bot
2,0,3,117,229.6,False,False,False,False,0,15.3,12,2,0,legit_password_typo
1,0,2,42,356.8,False,False,False,False,0,16.3,5,2,0,mobile_legit
0,0,2,189,221.1,False,False,False,False,0,39.8,11,2,0,casual_legit
0,0,4,297,302.5,False,False,False,False,0,13.5,7,5,0,casual_legit
0,0,5,41,260.7,False,False,False,False,0,14.6,4,1,0,mobile_legit
0,0,2,208,219.0,False,False,False,False,0,6.5,9,2,0,casual_legit
0,0,3,172,230.3,True,False,False,False,0,5.7,10,3,0,legit_on_vpn
0,0,3,0,,False,False,False,True,0,38.4,5,1,0,mobile_legit
0,0,4,115,173.0,False,False,False,False,0,9.2,11,1,0,casual_legit
0,0,8,213,246.4,False,False,False,True,0,92.1,10,2,0,casual_legit
1,0,2,14,,False,False,False,False,0,83.3,8,1,0,mobile_legit
0,0,0,104,151.9,False,False,False,False,0,116.9,8,2,0,casual_legit
0,0,19,8,48.0,True,True,False,False,3,2.8,3,6,1,repeat_offender
3,2,4,154,265.1,False,False,False,False,0,11.9,6,1,1,careful_human_attacker
1,0,4,122,,False,False,False,False,0,76.1,9,2,0,casual_legit
7,0,0,2,15.0,False,True,False,True,1,0.6,0,3,1,credential_stuffing_bot
0,0,3,148,229.4,False,False,False,False,0,37.8,4,4,0,casual_legit
0,0,0,15,145.5,False,False,False,False,0,23.7,10,3,0,mobile_legit
0,0,2,7,290.2,True,False,False,False,0,5.9,8,2,0,mobile_legit
1,0,2,24,315.5,False,False,False,False,0,6.6,2,1,0,mobile_legit
0,0,2,30,237.4,False,False,False,False,0,49.2,5,2,0,mobile_legit
0,0,6,194,204.0,True,True,False,False,0,75.4,11,2,0,legit_on_vpn
0,0,4,125,142.3,False,False,False,True,0,7.3,8,1,0,casual_legit
2,3,8,256,236.9,True,True,False,False,1,24.9,9,3,0,careful_human_attacker
0,0,2,208,247.0,False,False,False,False,0,30.0,4,3,0,casual_legit
0,0,3,212,191.9,False,False,False,False,0,50.0,11,2,0,casual_legit
4,0,15,0,61.5,False,True,False,False,1,2.6,0,1,1,credential_stuffing_bot
0,0,1,188,248.7,False,False,False,False,0,78.6,8,1,0,casual_legit
0,0,2,147,137.8,False,False,False,False,0,7.3,9,3,0,casual_legit
0,0,1,11,299.7,False,False,False,False,0,5.6,9,2,0,mobile_legit
3,0,8,138,236.2,True,False,False,False,0,35.0,8,3,0,careful_human_attacker
2,0,1,280,291.1,False,False,False,False,0,267.6,13,3,0,legit_password_typo
0,1,4,172,229.3,False,False,False,False,0,20.1,10,2,0,casual_legit
0,0,4,134,197.5,False,False,False,False,0,13.5,12,4,0,casual_legit
0,0,2,150,,False,False,False,False,0,14.2,10,1,0,casual_legit
0,0,1,114,243.6,False,False,False,False,0,90.3,15,4,1,casual_legit
0,0,37,2,,False,True,True,True,0,1.1,1,14,1,scraper_bot
0,0,6,136,196.6,False,False,False,False,0,41.3,11,1,0,casual_legit
0,0,3,245,223.7,False,False,False,False,0,161.9,11,5,0,casual_legit
0,0,6,227,274.9,False,False,False,False,0,40.3,8,3,0,legit_password_typo
1,0,23,0,,True,False,True,True,2,1.0,0,1,1,credential_stuffing_bot
7,2,10,247,135.4,True,False,False,True,0,51.8,11,4,1,careful_human_attacker
0,0,6,71,131.4,False,False,False,False,0,48.1,9,4,0,legit_password_typo
4,5,11,105,300.5,True,False,False,True,2,43.1,6,4,1,careful_human_attacker
0,0,3,27,334.0,False,False,False,False,0,14.9,6,2,0,mobile_legit
0,0,5,162,196.3,False,False,False,False,0,71.1,7,1,0,casual_legit
1,2,19,6,,True,True,True,False,2,4.0,1,4,1,repeat_offender
0,0,4,173,226.1,False,False,False,False,0,33.7,13,3,0,casual_legit
0,0,3,12,292.2,False,False,False,False,0,34.1,7,1,0,mobile_legit
0,0,2,80,246.9,False,False,False,False,0,89.1,6,3,0,casual_legit
2,1,30,0,25.4,False,False,False,True,1,2.1,1,1,1,credential_stuffing_bot
4,0,6,224,167.7,True,False,False,False,1,4.2,6,3,1,careful_human_attacker
4,1,9,156,149.5,True,False,False,True,0,26.5,2,1,1,careful_human_attacker
0,0,22,0,,False,True,False,False,0,1.2,1,15,1,scraper_bot
0,0,4,49,214.1,False,False,False,False,0,70.3,12,3,0,casual_legit
0,0,52,0,37.4,True,True,False,True,0,0.4,0,11,1,scraper_bot
0,0,6,212,242.3,False,False,False,True,0,34.2,7,4,0,casual_legit
0,0,1,134,217.5,False,False,False,False,0,46.7,6,1,0,casual_legit
1,0,0,79,215.7,False,False,False,False,0,11.0,9,2,0,casual_legit
0,0,3,222,318.2,True,False,False,False,0,107.6,11,2,0,legit_on_vpn
0,0,0,212,217.1,False,False,False,False,0,13.1,10,4,0,casual_legit
3,1,16,0,41.1,True,True,True,False,2,0.5,1,1,1,credential_stuffing_bot
0,0,21,1,,False,True,True,False,0,1.0,1,11,1,scraper_bot
0,0,3,9,243.8,False,False,False,False,0,26.9,13,1,0,mobile_legit
3,2,1,178,186.6,False,True,False,False,0,43.3,7,4,1,careful_human_attacker
2,2,12,143,234.6,True,False,False,False,0,7.7,6,3,1,careful_human_attacker
1,0,3,0,286.1,False,False,False,False,0,52.2,5,2,0,mobile_legit
0,0,4,106,219.6,False,False,False,False,0,27.1,12,5,0,casual_legit
3,0,33,0,29.5,False,True,True,True,2,3.8,0,1,1,credential_stuffing_bot
0,0,1,185,262.9,False,False,False,False,0,6.1,7,3,0,casual_legit
0,1,4,27,225.0,False,False,False,False,0,12.4,4,1,0,mobile_legit
0,0,2,23,213.4,False,False,False,True,0,49.0,8,1,0,mobile_legit
0,0,22,0,,False,True,True,True,1,2.6,1,22,1,scraper_bot
7,0,34,0,43.4,False,True,False,False,0,3.0,0,3,1,credential_stuffing_bot
0,0,4,162,223.1,False,False,False,False,0,5.3,11,1,0,casual_legit
4,3,11,238,270.4,True,False,False,False,0,20.5,8,7,1,careful_human_attacker
1,0,3,132,220.2,True,False,False,False,0,70.8,7,1,0,legit_on_vpn
4,0,2,194,228.5,False,False,False,False,0,92.6,11,2,0,legit_password_typo
0,0,4,3,323.5,False,False,False,False,0,65.6,3,1,0,mobile_legit
0,0,3,167,206.3,False,False,False,False,0,23.3,6,2,0,casual_legit
0,0,6,216,233.5,False,False,False,False,0,153.2,14,2,0,casual_legit
1,2,10,199,219.8,False,False,False,True,0,23.5,6,1,1,careful_human_attacker
1,2,14,10,,True,True,False,True,2,1.2,0,3,1,repeat_offender
0,0,33,0,,False,True,True,False,0,0.4,0,7,1,scraper_bot
0,0,0,42,251.8,False,False,False,True,0,60.6,8,2,0,mobile_legit
4,1,17,0,,True,True,True,False,0,2.2,0,1,1,credential_stuffing_bot
7,1,17,2,56.4,True,False,True,True,0,1.6,1,2,1,credential_stuffing_bot
5,1,42,0,37.6,False,True,False,True,1,1.2,0,2,1,credential_stuffing_bot
3,2,11,2,,True,True,False,True,1,1.3,1,1,1,credential_stuffing_bot
4,1,9,0,24.1,False,True,False,True,0,0.3,0,2,1,credential_stuffing_bot
0,1,2,105,287.0,True,False,False,True,1,33.7,7,2,0,legit_on_vpn
0,0,6,185,247.6,False,False,False,False,0,51.5,6,3,0,casual_legit
0,0,4,229,233.8,False,False,False,False,0,41.7,12,1,0,casual_legit
5,0,22,0,,False,False,False,False,1,2.0,0,1,1,credential_stuffing_bot
4,1,8,190,,False,False,False,False,0,28.3,9,5,1,careful_human_attacker
0,0,3,13,326.5,False,False,False,False,0,5.4,2,4,0,mobile_legit
0,0,3,19,278.6,False,False,False,False,0,23.0,5,1,0,mobile_legit
0,0,4,242,319.7,False,False,False,False,0,17.4,11,1,0,casual_legit
1,1,5,110,204.6,False,False,False,False,0,67.8,17,3,0,legit_password_typo
4,4,4,93,235.3,False,False,False,True,0,10.9,5,4,1,careful_human_attacker
3,0,8,90,238.1,False,False,False,True,0,54.6,6,3,1,careful_human_attacker
0,0,1,0,213.6,False,False,False,False,1,62.1,12,4,0,mobile_legit
3,0,33,1,47.4,True,True,False,True,1,8.0,0,3,1,credential_stuffing_bot
3,1,24,0,,False,True,True,False,0,1.2,0,2,1,credential_stuffing_bot
6,0,61,0,33.6,False,True,True,True,1,0.3,1,1,1,credential_stuffing_bot
0,1,4,191,245.3,False,False,False,False,0,85.2,13,2,0,casual_legit
2,2,7,158,274.7,True,False,True,False,0,5.3,6,2,1,careful_human_attacker
0,0,4,233,254.1,False,False,False,False,0,32.4,2,4,0,casual_legit
3,1,8,218,245.2,False,False,False,True,0,4.2,7,1,1,careful_human_attacker
3,1,8,204,199.6,False,False,False,True,2,20.9,7,4,1,careful_human_attacker
2,0,33,0,33.8,True,False,True,False,1,0.4,0,1,1,credential_stuffing_bot
0,0,5,195,222.0,True,False,False,False,0,15.8,14,2,0,casual_legit
0,0,4,209,295.3,False,False,False,False,0,34.6,7,5,0,casual_legit
1,0,1,18,321.0,False,False,False,False,0,22.9,7,2,0,mobile_legit
